id,en_correct,zh_correct,en_char_len,zh_char_len,qwen3-8b_en_tokens,qwen3-8b_zh_tokens,qwen3-8b_ratio,deepseek-v3_en_tokens,deepseek-v3_zh_tokens,deepseek-v3_ratio,seed-coder-8b_en_tokens,seed-coder-8b_zh_tokens,seed-coder-8b_ratio
gsm8k_test_000240,1,1,639,504,229,263,1.148471615720524,221,247,1.1176470588235294,246,268,1.089430894308943
gsm8k_test_000241,1,0,462,369,141,198,1.4042553191489362,143,202,1.4125874125874125,149,223,1.4966442953020134
gsm8k_test_000242,1,1,915,231,295,168,0.5694915254237288,291,154,0.5292096219931272,302,173,0.5728476821192053
gsm8k_test_000243,1,1,662,339,203,203,1.0,181,170,0.9392265193370166,215,219,1.0186046511627906
gsm8k_test_000244,1,1,912,445,335,274,0.817910447761194,308,244,0.7922077922077922,349,255,0.7306590257879656
gsm8k_test_000245,0,0,979,358,295,228,0.7728813559322034,277,200,0.7220216606498195,318,224,0.7044025157232704
gsm8k_test_000246,1,1,872,464,343,286,0.8338192419825073,287,226,0.7874564459930313,355,280,0.7887323943661971
gsm8k_test_000247,1,1,233,234,80,148,1.85,70,127,1.8142857142857143,86,148,1.7209302325581395
gsm8k_test_000248,1,1,355,173,118,105,0.8898305084745762,107,89,0.8317757009345794,127,112,0.8818897637795275
gsm8k_test_000249,1,1,971,474,342,323,0.9444444444444444,294,276,0.9387755102040817,368,316,0.8586956521739131
gsm8k_test_000250,1,1,885,468,308,299,0.9707792207792207,275,259,0.9418181818181818,318,306,0.9622641509433962
gsm8k_test_000251,1,1,301,123,93,71,0.7634408602150538,88,62,0.7045454545454546,102,81,0.7941176470588235
gsm8k_test_000252,0,1,942,459,328,278,0.8475609756097561,303,241,0.7953795379537953,348,276,0.7931034482758621
gsm8k_test_000253,1,1,311,176,109,110,1.0091743119266054,100,95,0.95,113,113,1.0
gsm8k_test_000254,1,1,595,302,195,183,0.9384615384615385,177,158,0.8926553672316384,202,179,0.8861386138613861
gsm8k_test_000255,0,0,590,432,205,272,1.326829268292683,176,231,1.3125,214,276,1.2897196261682242
gsm8k_test_000256,1,1,526,380,217,251,1.1566820276497696,196,216,1.1020408163265305,223,243,1.0896860986547086
gsm8k_test_000257,1,1,668,424,233,273,1.1716738197424892,198,215,1.0858585858585859,242,270,1.115702479338843
gsm8k_test_000258,1,1,282,240,109,142,1.3027522935779816,102,124,1.2156862745098038,115,147,1.2782608695652173
gsm8k_test_000259,1,1,1219,418,449,247,0.5501113585746102,429,230,0.5361305361305362,486,267,0.5493827160493827
gsm8k_test_000260,1,1,574,308,184,178,0.967391304347826,175,158,0.9028571428571428,190,188,0.9894736842105263
gsm8k_test_000261,1,1,397,250,138,164,1.1884057971014492,120,136,1.1333333333333333,146,161,1.1027397260273972
gsm8k_test_000262,1,1,284,165,100,102,1.02,84,85,1.0119047619047619,104,111,1.0673076923076923
gsm8k_test_000263,1,1,537,386,182,198,1.0879120879120878,175,195,1.1142857142857143,187,203,1.085561497326203
gsm8k_test_000264,1,1,394,194,160,107,0.66875,125,82,0.656,167,112,0.6706586826347305
gsm8k_test_000265,0,1,884,436,351,287,0.8176638176638177,276,217,0.7862318840579711,367,288,0.784741144414169
gsm8k_test_000266,1,1,812,484,375,326,0.8693333333333333,279,238,0.8530465949820788,381,328,0.8608923884514436
gsm8k_test_000267,1,1,892,438,324,292,0.9012345679012346,283,253,0.8939929328621908,339,301,0.887905604719764
gsm8k_test_000268,1,1,621,250,198,156,0.7878787878787878,173,123,0.7109826589595376,200,160,0.8
gsm8k_test_000269,1,1,458,237,148,134,0.9054054054054054,140,122,0.8714285714285714,155,141,0.9096774193548387
gsm8k_test_000270,1,1,452,342,174,209,1.2011494252873562,147,181,1.2312925170068028,179,219,1.223463687150838
gsm8k_test_000271,1,1,698,362,213,237,1.1126760563380282,207,218,1.0531400966183575,217,245,1.1290322580645162
gsm8k_test_000272,1,1,342,234,142,150,1.056338028169014,128,129,1.0078125,149,147,0.9865771812080537
gsm8k_test_000273,1,1,1208,421,384,281,0.7317708333333334,339,221,0.6519174041297935,403,268,0.6650124069478908
gsm8k_test_000274,1,1,662,142,206,90,0.4368932038834951,188,74,0.39361702127659576,214,97,0.4532710280373832
gsm8k_test_000275,1,1,1067,534,374,331,0.8850267379679144,339,294,0.8672566371681416,391,328,0.8388746803069054
gsm8k_test_000276,1,1,936,435,326,248,0.7607361963190185,300,234,0.78,345,269,0.7797101449275362
gsm8k_test_000277,1,1,681,273,213,159,0.7464788732394366,196,134,0.6836734693877551,223,162,0.726457399103139
gsm8k_test_000278,1,1,303,260,102,157,1.5392156862745099,89,141,1.5842696629213484,109,162,1.4862385321100917
gsm8k_test_000279,1,1,831,272,310,183,0.5903225806451613,292,156,0.5342465753424658,337,178,0.5281899109792285
gsm8k_test_000280,1,1,523,216,188,137,0.7287234042553191,169,115,0.6804733727810651,196,141,0.7193877551020408
gsm8k_test_000281,1,1,668,403,256,286,1.1171875,224,238,1.0625,265,283,1.0679245283018868
gsm8k_test_000282,1,1,619,326,204,209,1.0245098039215685,182,185,1.0164835164835164,216,207,0.9583333333333334
gsm8k_test_000283,1,1,880,301,255,195,0.7647058823529411,238,164,0.6890756302521008,268,199,0.7425373134328358
gsm8k_test_000284,1,1,725,383,265,247,0.9320754716981132,231,204,0.8831168831168831,279,252,0.9032258064516129
gsm8k_test_000285,1,1,214,139,76,85,1.118421052631579,74,70,0.9459459459459459,80,89,1.1125
gsm8k_test_000286,1,1,555,303,195,180,0.9230769230769231,167,150,0.8982035928143712,208,185,0.8894230769230769
gsm8k_test_000287,1,1,891,351,300,262,0.8733333333333333,278,229,0.8237410071942446,316,264,0.8354430379746836
gsm8k_test_000288,1,1,441,254,142,158,1.1126760563380282,126,130,1.0317460317460319,149,156,1.0469798657718121
gsm8k_test_000289,1,1,477,354,158,212,1.3417721518987342,141,179,1.2695035460992907,163,215,1.3190184049079754
gsm8k_test_000290,1,1,610,393,209,251,1.200956937799043,188,214,1.1382978723404256,212,247,1.1650943396226414
gsm8k_test_000291,1,1,727,335,206,196,0.9514563106796117,199,189,0.949748743718593,216,208,0.9629629629629629
gsm8k_test_000292,1,1,764,388,237,233,0.9831223628691983,216,191,0.8842592592592593,248,236,0.9516129032258065
gsm8k_test_000293,0,1,741,495,266,297,1.1165413533834587,240,289,1.2041666666666666,283,324,1.1448763250883391
gsm8k_test_000294,1,0,511,451,157,317,2.0191082802547773,154,286,1.8571428571428572,161,315,1.9565217391304348
gsm8k_test_000295,1,1,489,303,227,206,0.9074889867841409,187,166,0.8877005347593583,234,197,0.8418803418803419
gsm8k_test_000296,1,1,935,572,312,331,1.060897435897436,285,287,1.0070175438596491,330,337,1.0212121212121212
gsm8k_test_000297,1,1,500,309,164,215,1.3109756097560976,160,164,1.025,184,206,1.1195652173913044
gsm8k_test_000298,0,0,577,371,200,254,1.27,169,220,1.301775147928994,206,246,1.1941747572815533
gsm8k_test_000299,1,1,565,734,199,450,2.2613065326633164,166,363,2.1867469879518073,217,448,2.064516129032258
gsm8k_test_000300,1,1,339,261,102,143,1.4019607843137254,96,122,1.2708333333333333,107,148,1.3831775700934579
gsm8k_test_000301,1,1,1060,288,262,185,0.7061068702290076,263,172,0.6539923954372624,280,194,0.6928571428571428
gsm8k_test_000302,1,1,368,211,141,136,0.9645390070921985,123,108,0.8780487804878049,149,143,0.959731543624161
gsm8k_test_000303,1,0,760,1900,264,1231,4.662878787878788,238,1076,4.5210084033613445,271,1249,4.608856088560886
gsm8k_test_000304,1,0,849,798,279,514,1.842293906810036,240,408,1.7,290,478,1.6482758620689655
gsm8k_test_000305,1,1,201,135,78,79,1.0128205128205128,69,68,0.9855072463768116,82,83,1.0121951219512195
gsm8k_test_000306,0,1,697,358,236,198,0.8389830508474576,219,176,0.8036529680365296,245,209,0.8530612244897959
gsm8k_test_000307,1,1,781,535,249,342,1.3734939759036144,238,299,1.2563025210084033,252,325,1.2896825396825398
gsm8k_test_000308,1,1,667,355,201,211,1.0497512437810945,196,205,1.0459183673469388,210,215,1.0238095238095237
gsm8k_test_000309,1,1,707,473,220,268,1.2181818181818183,212,233,1.099056603773585,235,273,1.1617021276595745
gsm8k_test_000310,0,1,1009,443,396,290,0.7323232323232324,328,229,0.698170731707317,424,293,0.6910377358490566
gsm8k_test_000311,1,1,670,285,197,185,0.9390862944162437,196,178,0.9081632653061225,208,190,0.9134615384615384
gsm8k_test_000312,1,1,435,167,156,98,0.6282051282051282,146,89,0.6095890410958904,161,100,0.6211180124223602
gsm8k_test_000313,1,1,1002,559,338,364,1.0769230769230769,297,299,1.0067340067340067,358,358,1.0
gsm8k_test_000314,1,1,579,364,209,234,1.1196172248803828,184,193,1.048913043478261,217,238,1.096774193548387
gsm8k_test_000315,1,0,485,459,161,281,1.7453416149068324,151,261,1.728476821192053,174,286,1.6436781609195403
gsm8k_test_000316,1,1,376,241,134,153,1.1417910447761195,121,126,1.0413223140495869,138,153,1.108695652173913
gsm8k_test_000317,1,1,645,341,232,186,0.8017241379310345,211,158,0.7488151658767772,238,183,0.7689075630252101
gsm8k_test_000318,1,1,738,180,248,124,0.5,219,105,0.4794520547945205,252,123,0.4880952380952381
gsm8k_test_000319,1,1,482,218,151,133,0.8807947019867549,141,119,0.8439716312056738,159,139,0.8742138364779874
gsm8k_test_000320,1,1,911,304,310,191,0.6161290322580645,280,157,0.5607142857142857,321,188,0.5856697819314641
gsm8k_test_000321,1,1,423,147,139,78,0.5611510791366906,136,77,0.5661764705882353,145,90,0.6206896551724138
gsm8k_test_000322,1,1,661,224,216,144,0.6666666666666666,205,118,0.5756097560975609,224,141,0.6294642857142857
gsm8k_test_000323,1,1,731,419,229,259,1.1310043668122272,202,220,1.0891089108910892,236,264,1.11864406779661
gsm8k_test_000324,1,1,514,329,166,187,1.1265060240963856,156,174,1.1153846153846154,171,200,1.1695906432748537
gsm8k_test_000325,1,1,1137,561,357,320,0.896358543417367,301,266,0.8837209302325582,380,329,0.8657894736842106
gsm8k_test_000326,1,1,646,258,223,170,0.7623318385650224,217,150,0.6912442396313364,239,173,0.7238493723849372
gsm8k_test_000327,1,1,681,327,257,202,0.7859922178988327,243,182,0.7489711934156379,270,201,0.7444444444444445
gsm8k_test_000328,0,1,693,172,224,97,0.4330357142857143,197,83,0.4213197969543147,232,111,0.47844827586206895
gsm8k_test_000329,1,1,224,129,80,81,1.0125,77,75,0.974025974025974,87,81,0.9310344827586207
gsm8k_test_000330,1,1,639,508,203,316,1.5566502463054188,183,258,1.4098360655737705,218,292,1.3394495412844036
gsm8k_test_000331,0,1,940,734,420,483,1.15,335,372,1.1104477611940298,429,467,1.0885780885780887
gsm8k_test_000332,1,1,447,271,158,159,1.0063291139240507,134,129,0.9626865671641791,165,160,0.9696969696969697
gsm8k_test_000333,1,1,538,464,204,299,1.4656862745098038,176,234,1.3295454545454546,215,273,1.2697674418604652
gsm8k_test_000334,1,1,237,191,82,122,1.4878048780487805,79,116,1.4683544303797469,88,130,1.4772727272727273
gsm8k_test_000335,1,1,543,194,174,127,0.7298850574712644,162,107,0.6604938271604939,184,127,0.6902173913043478
gsm8k_test_000336,1,1,351,379,125,236,1.888,118,194,1.6440677966101696,133,226,1.699248120300752
gsm8k_test_000337,1,1,404,323,141,174,1.2340425531914894,136,166,1.2205882352941178,147,175,1.1904761904761905
gsm8k_test_000338,1,1,432,278,163,189,1.1595092024539877,137,150,1.094890510948905,173,192,1.1098265895953756
gsm8k_test_000339,0,1,720,248,287,169,0.5888501742160279,250,146,0.584,302,178,0.5894039735099338
gsm8k_test_000340,0,0,706,220,236,154,0.652542372881356,240,157,0.6541666666666667,250,165,0.66
gsm8k_test_000341,1,1,1028,380,342,312,0.9122807017543859,311,242,0.7781350482315113,355,285,0.8028169014084507
gsm8k_test_000342,1,1,497,154,149,92,0.6174496644295302,145,83,0.5724137931034483,158,97,0.6139240506329114
gsm8k_test_000343,1,1,651,228,218,143,0.6559633027522935,187,115,0.6149732620320856,229,155,0.6768558951965066
gsm8k_test_000344,1,1,345,265,120,165,1.375,120,149,1.2416666666666667,128,177,1.3828125
gsm8k_test_000345,1,1,490,306,163,200,1.2269938650306749,144,174,1.2083333333333333,175,203,1.16
gsm8k_test_000346,1,1,652,321,197,197,1.0,197,183,0.9289340101522843,210,207,0.9857142857142858
gsm8k_test_000347,1,1,350,189,125,116,0.928,115,95,0.8260869565217391,130,121,0.9307692307692308
gsm8k_test_000348,0,1,781,210,264,129,0.48863636363636365,227,104,0.4581497797356828,281,133,0.47330960854092524
gsm8k_test_000349,1,1,511,318,174,200,1.1494252873563218,152,160,1.0526315789473684,179,200,1.1173184357541899
gsm8k_test_000350,1,1,532,262,163,160,0.9815950920245399,164,148,0.9024390243902439,169,160,0.9467455621301775
gsm8k_test_000351,1,1,733,227,226,146,0.6460176991150443,212,128,0.6037735849056604,236,144,0.6101694915254238
gsm8k_test_000352,1,1,585,259,174,180,1.0344827586206897,161,140,0.8695652173913043,184,175,0.9510869565217391
gsm8k_test_000353,1,1,687,566,249,343,1.3775100401606426,238,295,1.2394957983193278,259,350,1.3513513513513513
gsm8k_test_000354,1,1,495,474,171,295,1.7251461988304093,149,232,1.5570469798657718,176,296,1.6818181818181819
gsm8k_test_000355,1,1,483,288,141,170,1.2056737588652482,138,149,1.0797101449275361,149,177,1.1879194630872483
gsm8k_test_000356,1,1,403,266,129,169,1.310077519379845,120,148,1.2333333333333334,133,182,1.368421052631579
gsm8k_test_000357,0,0,895,639,280,417,1.4892857142857143,266,356,1.3383458646616542,293,406,1.3856655290102389
gsm8k_test_000358,1,1,263,235,105,151,1.438095238095238,103,134,1.3009708737864079,109,142,1.3027522935779816
gsm8k_test_000359,1,1,1006,508,313,325,1.038338658146965,293,279,0.9522184300341296,328,326,0.9939024390243902
gsm8k_test_000360,1,1,384,222,137,147,1.072992700729927,125,125,1.0,147,151,1.0272108843537415
gsm8k_test_000361,1,1,1094,415,343,285,0.8309037900874635,295,223,0.7559322033898305,364,273,0.75
gsm8k_test_000362,1,1,864,382,281,249,0.8861209964412812,264,226,0.8560606060606061,290,246,0.8482758620689655
gsm8k_test_000363,0,1,697,244,246,159,0.6463414634146342,224,124,0.5535714285714286,260,161,0.6192307692307693
gsm8k_test_000364,0,1,546,253,166,140,0.8433734939759037,154,121,0.7857142857142857,170,143,0.8411764705882353
gsm8k_test_000365,1,1,459,159,148,92,0.6216216216216216,140,82,0.5857142857142857,154,96,0.6233766233766234
gsm8k_test_000366,1,1,490,155,142,89,0.6267605633802817,134,78,0.582089552238806,148,101,0.6824324324324325
gsm8k_test_000367,1,0,828,922,282,622,2.2056737588652484,271,535,1.9741697416974169,310,628,2.0258064516129033
gsm8k_test_000368,0,0,427,345,134,223,1.664179104477612,126,196,1.5555555555555556,141,222,1.574468085106383
gsm8k_test_000369,1,1,672,479,251,301,1.199203187250996,218,245,1.1238532110091743,254,296,1.1653543307086613
gsm8k_test_000370,1,1,434,287,140,175,1.25,119,134,1.1260504201680672,150,171,1.14
gsm8k_test_000371,1,1,648,262,230,160,0.6956521739130435,211,149,0.7061611374407583,235,168,0.7148936170212766
gsm8k_test_000372,1,1,299,220,93,125,1.3440860215053763,95,115,1.2105263157894737,100,128,1.28
gsm8k_test_000373,1,1,470,237,164,153,0.9329268292682927,127,113,0.889763779527559,169,164,0.9704142011834319
gsm8k_test_000374,1,1,413,259,151,164,1.086092715231788,135,136,1.0074074074074073,159,170,1.069182389937107
gsm8k_test_000375,1,1,417,168,130,107,0.823076923076923,127,100,0.7874015748031497,137,115,0.8394160583941606
gsm8k_test_000376,1,1,380,367,128,212,1.65625,120,183,1.525,135,224,1.6592592592592592
gsm8k_test_000377,1,1,948,381,277,255,0.9205776173285198,251,213,0.848605577689243,285,254,0.8912280701754386
gsm8k_test_000378,1,1,665,298,217,204,0.9400921658986175,200,169,0.845,222,200,0.9009009009009009
gsm8k_test_000379,1,1,254,160,88,97,1.1022727272727273,78,81,1.0384615384615385,92,98,1.065217391304348
gsm8k_test_000380,0,0,1289,1104,461,689,1.4945770065075923,395,552,1.3974683544303796,470,719,1.5297872340425531
gsm8k_test_000381,1,1,757,307,249,184,0.7389558232931727,230,166,0.7217391304347827,256,184,0.71875
gsm8k_test_000382,0,1,734,238,257,168,0.6536964980544747,220,140,0.6363636363636364,270,173,0.6407407407407407
gsm8k_test_000383,1,0,887,355,301,223,0.7408637873754153,272,199,0.7316176470588235,321,220,0.6853582554517134
gsm8k_test_000384,1,1,695,286,246,173,0.7032520325203252,232,149,0.6422413793103449,264,174,0.6590909090909091
gsm8k_test_000385,1,1,785,280,248,178,0.717741935483871,230,161,0.7,256,187,0.73046875
gsm8k_test_000386,0,0,311,172,118,109,0.923728813559322,102,89,0.8725490196078431,123,109,0.8861788617886179
gsm8k_test_000387,1,1,357,190,126,125,0.9920634920634921,119,109,0.9159663865546218,131,123,0.9389312977099237
gsm8k_test_000388,1,1,457,176,146,93,0.636986301369863,136,83,0.6102941176470589,152,98,0.6447368421052632
gsm8k_test_000389,0,1,1024,570,328,329,1.0030487804878048,309,288,0.9320388349514563,348,333,0.9568965517241379
gsm8k_test_000390,1,1,445,135,142,85,0.5985915492957746,131,73,0.5572519083969466,148,86,0.581081081081081
gsm8k_test_000391,1,1,947,366,324,232,0.7160493827160493,298,204,0.6845637583892618,342,237,0.6929824561403509
gsm8k_test_000392,1,1,917,474,280,282,1.0071428571428571,264,231,0.875,295,261,0.8847457627118644
gsm8k_test_000393,1,1,797,262,262,162,0.6183206106870229,246,142,0.5772357723577236,271,163,0.6014760147601476
gsm8k_test_000394,1,1,669,325,209,221,1.0574162679425838,197,194,0.9847715736040609,223,216,0.968609865470852
gsm8k_test_000395,1,1,573,245,200,165,0.825,179,137,0.7653631284916201,201,170,0.845771144278607
gsm8k_test_000396,1,1,846,259,280,146,0.5214285714285715,264,136,0.5151515151515151,290,153,0.5275862068965518
gsm8k_test_000397,1,1,301,151,108,92,0.8518518518518519,89,77,0.8651685393258427,114,97,0.8508771929824561
gsm8k_test_000398,1,1,616,269,234,177,0.7564102564102564,211,155,0.7345971563981043,234,187,0.7991452991452992
gsm8k_test_000399,1,1,532,192,197,112,0.5685279187817259,179,102,0.5698324022346368,203,113,0.5566502463054187
gsm8k_test_000400,1,1,343,238,97,143,1.4742268041237114,95,133,1.4,103,137,1.3300970873786409
gsm8k_test_000401,1,1,542,394,180,237,1.3166666666666667,164,195,1.1890243902439024,191,235,1.2303664921465969
gsm8k_test_000402,1,1,948,269,301,174,0.5780730897009967,290,163,0.5620689655172414,317,178,0.5615141955835962
gsm8k_test_000403,0,0,1028,582,391,359,0.9181585677749361,354,311,0.8785310734463276,398,355,0.8919597989949749
gsm8k_test_000404,1,0,438,375,173,279,1.6127167630057804,154,229,1.4870129870129871,173,263,1.5202312138728324
gsm8k_test_000405,1,1,805,498,249,322,1.2931726907630523,240,257,1.0708333333333333,265,310,1.169811320754717
gsm8k_test_000406,0,1,897,356,290,238,0.8206896551724138,262,202,0.7709923664122137,307,244,0.7947882736156352
gsm8k_test_000407,1,1,820,333,286,236,0.8251748251748252,254,188,0.7401574803149606,296,244,0.8243243243243243
gsm8k_test_000408,0,1,1045,298,331,183,0.552870090634441,295,145,0.4915254237288136,350,198,0.5657142857142857
gsm8k_test_000409,1,1,1276,565,452,372,0.8230088495575221,394,308,0.7817258883248731,472,372,0.788135593220339
gsm8k_test_000410,1,1,735,482,307,317,1.0325732899022801,289,283,0.9792387543252595,318,310,0.9748427672955975
gsm8k_test_000411,1,1,510,299,186,186,1.0,156,152,0.9743589743589743,191,196,1.0261780104712042
gsm8k_test_000412,1,1,252,161,79,98,1.240506329113924,75,89,1.1866666666666668,86,103,1.197674418604651
gsm8k_test_000413,1,1,764,546,241,355,1.4730290456431536,214,304,1.4205607476635513,246,355,1.443089430894309
gsm8k_test_000414,1,1,372,307,139,194,1.39568345323741,124,166,1.3387096774193548,150,189,1.26
gsm8k_test_000415,1,1,1211,681,452,443,0.9800884955752213,411,361,0.878345498783455,484,441,0.9111570247933884
gsm8k_test_000416,1,1,798,350,322,238,0.7391304347826086,273,183,0.6703296703296703,337,245,0.7270029673590505
gsm8k_test_000417,1,0,742,589,288,365,1.2673611111111112,245,307,1.2530612244897958,304,370,1.2171052631578947
gsm8k_test_000418,1,1,849,305,313,167,0.5335463258785943,288,148,0.5138888888888888,323,155,0.47987616099071206
gsm8k_test_000419,1,1,759,137,235,97,0.4127659574468085,207,73,0.3526570048309179,247,94,0.3805668016194332
gsm8k_test_000420,1,1,530,269,183,169,0.9234972677595629,159,128,0.8050314465408805,193,177,0.917098445595855
gsm8k_test_000421,1,1,589,262,212,172,0.8113207547169812,193,149,0.772020725388601,222,175,0.7882882882882883
gsm8k_test_000422,1,0,842,423,294,245,0.8333333333333334,263,197,0.7490494296577946,304,253,0.8322368421052632
gsm8k_test_000423,1,0,1172,347,395,245,0.620253164556962,369,199,0.5392953929539296,417,211,0.5059952038369304
gsm8k_test_000424,1,1,665,232,223,159,0.7130044843049327,192,139,0.7239583333333334,237,159,0.6708860759493671
gsm8k_test_000425,1,1,784,331,272,240,0.8823529411764706,235,214,0.9106382978723404,282,257,0.9113475177304965
gsm8k_test_000426,1,0,554,348,224,218,0.9732142857142857,214,194,0.9065420560747663,229,226,0.9868995633187773
gsm8k_test_000427,0,0,882,340,319,218,0.6833855799373041,291,189,0.6494845360824743,329,229,0.6960486322188449
gsm8k_test_000428,0,1,1115,676,359,456,1.2701949860724233,331,398,1.202416918429003,369,443,1.2005420054200542
gsm8k_test_000429,1,1,403,179,134,98,0.7313432835820896,134,95,0.7089552238805971,139,104,0.7482014388489209
gsm8k_test_000430,1,1,424,316,190,199,1.0473684210526315,150,165,1.1,196,209,1.066326530612245
gsm8k_test_000431,1,1,542,142,171,90,0.5263157894736842,167,83,0.49700598802395207,178,92,0.5168539325842697
gsm8k_test_000432,1,1,569,312,197,212,1.0761421319796953,180,171,0.95,205,200,0.975609756097561
gsm8k_test_000433,1,1,641,327,215,195,0.9069767441860465,205,177,0.8634146341463415,227,200,0.8810572687224669
gsm8k_test_000434,1,0,999,977,384,665,1.7317708333333333,326,561,1.7208588957055215,394,665,1.6878172588832487
gsm8k_test_000435,1,1,271,158,100,106,1.06,95,97,1.0210526315789474,104,103,0.9903846153846154
gsm8k_test_000436,1,1,453,194,160,120,0.75,149,106,0.7114093959731543,171,127,0.7426900584795322
gsm8k_test_000437,1,1,492,313,151,189,1.2516556291390728,144,171,1.1875,161,188,1.1677018633540373
gsm8k_test_000438,1,1,664,414,217,261,1.2027649769585254,210,232,1.1047619047619048,221,250,1.1312217194570136
gsm8k_test_000439,1,1,705,537,207,304,1.4685990338164252,199,277,1.3919597989949748,217,292,1.3456221198156681
gsm8k_test_000440,1,1,1146,453,389,286,0.7352185089974294,349,235,0.673352435530086,404,279,0.6905940594059405
gsm8k_test_000441,1,1,586,384,192,246,1.28125,182,204,1.120879120879121,203,246,1.2118226600985222
gsm8k_test_000442,1,1,788,278,264,193,0.7310606060606061,242,171,0.7066115702479339,271,196,0.7232472324723247
gsm8k_test_000443,1,0,1070,615,384,373,0.9713541666666666,334,311,0.9311377245508982,405,364,0.8987654320987655
gsm8k_test_000444,1,1,472,270,174,162,0.9310344827586207,158,146,0.9240506329113924,182,163,0.8956043956043956
gsm8k_test_000445,1,1,834,495,260,315,1.2115384615384615,248,261,1.0524193548387097,283,299,1.0565371024734982
gsm8k_test_000446,1,1,474,313,161,210,1.3043478260869565,153,187,1.2222222222222223,172,209,1.2151162790697674
gsm8k_test_000447,1,1,268,179,100,117,1.17,80,93,1.1625,107,126,1.1775700934579438
gsm8k_test_000448,1,1,881,313,295,208,0.7050847457627119,248,156,0.6290322580645161,317,211,0.6656151419558359
gsm8k_test_000449,1,1,595,224,179,131,0.7318435754189944,170,121,0.711764705882353,189,142,0.7513227513227513
gsm8k_test_000450,1,1,739,471,253,330,1.3043478260869565,235,286,1.2170212765957447,265,312,1.1773584905660377
gsm8k_test_000451,1,1,810,397,243,247,1.0164609053497942,209,190,0.9090909090909091,251,239,0.952191235059761
gsm8k_test_000452,0,1,848,319,300,212,0.7066666666666667,268,179,0.667910447761194,311,204,0.6559485530546624
gsm8k_test_000453,1,1,334,243,150,165,1.1,132,140,1.0606060606060606,150,157,1.0466666666666666
gsm8k_test_000454,0,0,499,154,150,85,0.5666666666666667,144,77,0.5347222222222222,158,88,0.5569620253164557
gsm8k_test_000455,1,1,681,380,243,271,1.1152263374485596,217,216,0.9953917050691244,253,254,1.0039525691699605
gsm8k_test_000456,1,1,687,381,256,238,0.9296875,234,202,0.8632478632478633,262,243,0.9274809160305344
gsm8k_test_000457,1,1,581,258,198,163,0.8232323232323232,178,138,0.7752808988764045,206,167,0.8106796116504854
gsm8k_test_000458,1,1,594,285,180,173,0.9611111111111111,172,157,0.9127906976744186,189,172,0.91005291005291
gsm8k_test_000459,1,1,921,500,313,338,1.0798722044728435,284,286,1.0070422535211268,327,336,1.0275229357798166
gsm8k_test_000460,1,1,842,209,220,126,0.5727272727272728,216,120,0.5555555555555556,242,133,0.5495867768595041
gsm8k_test_000461,1,1,615,306,215,176,0.8186046511627907,196,156,0.7959183673469388,223,173,0.7757847533632287
gsm8k_test_000462,1,1,169,118,65,67,1.0307692307692307,56,55,0.9821428571428571,69,71,1.0289855072463767
gsm8k_test_000463,1,1,395,156,133,95,0.7142857142857143,126,86,0.6825396825396826,141,97,0.6879432624113475
gsm8k_test_000464,0,0,501,205,181,126,0.6961325966850829,183,132,0.7213114754098361,188,138,0.7340425531914894
gsm8k_test_000465,1,1,633,252,210,175,0.8333333333333334,183,146,0.7978142076502732,219,175,0.7990867579908676
gsm8k_test_000466,0,0,804,618,301,403,1.3388704318936877,273,332,1.216117216117216,315,393,1.2476190476190476
gsm8k_test_000467,1,1,712,326,239,205,0.8577405857740585,228,189,0.8289473684210527,245,206,0.8408163265306122
gsm8k_test_000468,1,1,764,431,271,286,1.055350553505535,247,235,0.951417004048583,284,289,1.017605633802817
gsm8k_test_000469,1,1,561,151,165,92,0.5575757575757576,159,85,0.5345911949685535,174,95,0.5459770114942529
gsm8k_test_000470,1,1,562,212,174,132,0.7586206896551724,173,124,0.7167630057803468,183,133,0.726775956284153
gsm8k_test_000471,1,1,678,365,244,219,0.8975409836065574,213,181,0.8497652582159625,246,224,0.9105691056910569
gsm8k_test_000472,1,1,467,294,158,176,1.1139240506329113,148,157,1.0608108108108107,170,171,1.0058823529411764
gsm8k_test_000473,1,1,828,235,275,149,0.5418181818181819,248,127,0.5120967741935484,288,149,0.5173611111111112
gsm8k_test_000474,1,1,412,221,122,132,1.0819672131147542,113,111,0.9823008849557522,128,137,1.0703125
gsm8k_test_000475,1,1,663,428,186,248,1.3333333333333333,178,216,1.2134831460674158,192,253,1.3177083333333333
gsm8k_test_000476,1,1,407,227,131,134,1.0229007633587786,117,116,0.9914529914529915,138,142,1.0289855072463767
gsm8k_test_000477,1,1,780,401,237,257,1.0843881856540085,226,239,1.0575221238938053,249,269,1.0803212851405624
gsm8k_test_000478,1,1,478,317,154,201,1.3051948051948052,133,172,1.2932330827067668,164,204,1.2439024390243902
gsm8k_test_000479,1,1,640,425,247,255,1.0323886639676114,209,204,0.9760765550239234,258,255,0.9883720930232558
gsm8k_test_000480,1,1,328,309,112,166,1.4821428571428572,105,157,1.4952380952380953,115,169,1.4695652173913043
gsm8k_test_000481,1,1,545,221,191,152,0.7958115183246073,162,123,0.7592592592592593,205,152,0.7414634146341463
gsm8k_test_000482,1,1,382,189,125,106,0.848,111,90,0.8108108108108109,135,112,0.8296296296296296
gsm8k_test_000483,1,1,457,500,167,278,1.6646706586826348,152,228,1.5,174,277,1.5919540229885059
