id,en_correct,zh_correct,en_char_len,zh_char_len,qwen3-8b_en_tokens,qwen3-8b_zh_tokens,qwen3-8b_ratio
gsm8k_test_000533,1,1,774,494,277,289,1.0433212996389891
gsm8k_test_000535,1,1,460,287,157,172,1.0955414012738853
gsm8k_test_000536,1,1,297,195,110,112,1.018181818181818
gsm8k_test_000537,1,1,425,258,145,154,1.0620689655172413
gsm8k_test_000538,1,1,391,176,119,114,0.957983193277311
gsm8k_test_000541,1,1,675,279,273,190,0.6959706959706959
gsm8k_test_000543,1,1,563,328,191,187,0.9790575916230366
gsm8k_test_000544,1,1,471,206,172,136,0.7906976744186046
gsm8k_test_000545,1,1,360,128,114,77,0.6754385964912281
gsm8k_test_000547,1,1,610,333,196,234,1.1938775510204083
gsm8k_test_000548,1,1,499,194,174,126,0.7241379310344828
gsm8k_test_000549,1,1,757,321,234,187,0.7991452991452992
gsm8k_test_000550,1,1,697,395,285,244,0.856140350877193
gsm8k_test_000551,1,1,624,455,216,307,1.4212962962962963
gsm8k_test_000552,1,1,571,360,212,222,1.0471698113207548
gsm8k_test_000553,1,1,510,198,155,125,0.8064516129032258
gsm8k_test_000554,1,1,782,370,267,239,0.8951310861423221
gsm8k_test_000555,1,1,658,273,236,170,0.7203389830508474
gsm8k_test_000556,1,1,399,269,126,159,1.2619047619047619
gsm8k_test_000557,1,1,555,243,172,177,1.0290697674418605
gsm8k_test_000558,1,1,363,208,129,114,0.8837209302325582
gsm8k_test_000559,1,1,1099,288,319,174,0.5454545454545454
gsm8k_test_000560,1,1,489,311,157,194,1.2356687898089171
gsm8k_test_000561,1,1,429,226,169,157,0.9289940828402367
gsm8k_test_000562,1,1,580,336,184,212,1.1521739130434783
gsm8k_test_000563,1,1,670,177,215,114,0.5302325581395348
gsm8k_test_000565,1,1,646,389,196,233,1.1887755102040816
gsm8k_test_000566,1,1,573,240,218,170,0.7798165137614679
gsm8k_test_000567,1,1,723,373,254,259,1.0196850393700787
gsm8k_test_000568,1,1,747,495,258,331,1.2829457364341086
gsm8k_test_000569,1,1,453,244,138,149,1.0797101449275361
gsm8k_test_000571,1,1,343,175,127,105,0.8267716535433071
gsm8k_test_000572,1,1,843,162,245,104,0.42448979591836733
gsm8k_test_000573,1,1,357,181,132,116,0.8787878787878788
gsm8k_test_000574,1,1,885,458,300,341,1.1366666666666667
gsm8k_test_000575,1,1,589,211,191,139,0.7277486910994765
gsm8k_test_000577,1,1,460,181,172,114,0.6627906976744186
gsm8k_test_000578,1,1,612,284,221,168,0.7601809954751131
gsm8k_test_000579,1,1,201,102,72,60,0.8333333333333334
gsm8k_test_000581,1,1,527,232,170,132,0.7764705882352941
gsm8k_test_000582,1,1,521,296,204,190,0.9313725490196079
gsm8k_test_000583,1,1,759,253,274,171,0.6240875912408759
gsm8k_test_000585,1,1,837,345,251,240,0.9561752988047809
gsm8k_test_000586,1,1,342,264,126,191,1.5158730158730158
gsm8k_test_000587,1,1,1012,541,431,352,0.8167053364269141
gsm8k_test_000588,1,1,387,212,136,130,0.9558823529411765
gsm8k_test_000591,1,1,522,322,200,192,0.96
gsm8k_test_000592,1,1,606,315,177,182,1.0282485875706215
gsm8k_test_000593,1,1,948,257,312,187,0.5993589743589743
gsm8k_test_000594,1,1,682,341,213,212,0.9953051643192489
gsm8k_test_000595,1,1,458,265,167,169,1.0119760479041917
gsm8k_test_000597,1,1,533,207,192,140,0.7291666666666666
gsm8k_test_000598,1,1,648,426,225,269,1.1955555555555555
gsm8k_test_000599,1,1,493,284,170,191,1.1235294117647059
gsm8k_test_000600,1,1,356,159,128,98,0.765625
gsm8k_test_000602,1,1,521,316,181,193,1.0662983425414365
gsm8k_test_000603,1,1,667,525,228,330,1.4473684210526316
gsm8k_test_000604,1,1,454,306,152,171,1.125
gsm8k_test_000605,1,1,824,224,278,141,0.5071942446043165
gsm8k_test_000606,1,1,871,577,281,354,1.2597864768683273
gsm8k_test_000608,1,1,443,253,149,158,1.0604026845637584
gsm8k_test_000609,1,1,500,274,149,170,1.1409395973154361
gsm8k_test_000610,1,1,455,340,172,211,1.2267441860465116
gsm8k_test_000612,1,1,559,294,177,190,1.073446327683616
gsm8k_test_000613,1,1,564,245,179,153,0.8547486033519553
gsm8k_test_000614,1,1,700,224,228,138,0.6052631578947368
gsm8k_test_000615,1,1,432,264,188,171,0.9095744680851063
gsm8k_test_000616,1,1,397,135,139,87,0.6258992805755396
gsm8k_test_000617,1,1,598,239,213,143,0.6713615023474179
gsm8k_test_000618,1,1,557,437,203,255,1.2561576354679802
gsm8k_test_000619,1,1,809,334,227,213,0.9383259911894273
gsm8k_test_000620,1,1,532,225,167,145,0.8682634730538922
gsm8k_test_000621,1,1,633,335,199,196,0.9849246231155779
gsm8k_test_000622,1,1,921,255,319,183,0.5736677115987461
gsm8k_test_000623,1,1,353,163,112,112,1.0
gsm8k_test_000624,1,1,536,151,158,97,0.6139240506329114
gsm8k_test_000625,1,1,348,182,117,107,0.9145299145299145
gsm8k_test_000626,1,1,468,213,183,141,0.7704918032786885
gsm8k_test_000627,1,1,554,419,192,278,1.4479166666666667
gsm8k_test_000628,1,1,324,174,89,126,1.4157303370786516
gsm8k_test_000629,1,1,631,291,257,207,0.8054474708171206
gsm8k_test_000630,1,1,518,339,173,207,1.1965317919075145
gsm8k_test_000631,1,1,633,452,235,272,1.1574468085106382
gsm8k_test_000632,1,1,417,257,148,193,1.304054054054054
gsm8k_test_000633,1,1,668,277,204,186,0.9117647058823529
gsm8k_test_000634,1,1,459,167,151,117,0.7748344370860927
gsm8k_test_000635,1,1,1241,665,411,419,1.0194647201946472
gsm8k_test_000636,1,1,858,293,255,172,0.6745098039215687
gsm8k_test_000637,1,1,498,275,190,176,0.9263157894736842
gsm8k_test_000638,1,1,742,438,288,271,0.9409722222222222
gsm8k_test_000639,1,1,622,191,198,121,0.6111111111111112
gsm8k_test_000640,1,1,778,425,309,287,0.9288025889967637
gsm8k_test_000643,1,1,592,381,169,236,1.3964497041420119
gsm8k_test_000644,1,1,333,305,123,177,1.4390243902439024
gsm8k_test_000645,1,1,490,236,145,137,0.9448275862068966
gsm8k_test_000646,1,1,597,354,216,198,0.9166666666666666
gsm8k_test_000648,1,1,713,209,215,124,0.5767441860465117
gsm8k_test_000650,1,1,779,569,293,372,1.2696245733788396
gsm8k_test_000651,1,1,443,388,170,245,1.4411764705882353
gsm8k_test_000653,1,1,555,147,169,95,0.5621301775147929
gsm8k_test_000655,1,1,311,147,108,83,0.7685185185185185
gsm8k_test_000656,1,1,437,211,131,125,0.9541984732824428
gsm8k_test_000657,1,1,591,371,229,245,1.0698689956331877
gsm8k_test_000658,1,1,1047,424,364,252,0.6923076923076923
gsm8k_test_000659,1,1,478,639,194,374,1.9278350515463918
gsm8k_test_000660,1,1,707,443,287,283,0.9860627177700348
gsm8k_test_000661,1,1,604,229,197,136,0.6903553299492385
gsm8k_test_000662,1,1,619,256,215,182,0.8465116279069768
gsm8k_test_000663,1,1,643,313,197,217,1.101522842639594
gsm8k_test_000664,1,1,510,254,159,174,1.0943396226415094
gsm8k_test_000665,1,1,427,302,139,183,1.316546762589928
gsm8k_test_000666,1,1,781,405,309,239,0.7734627831715211
gsm8k_test_000667,1,1,447,308,133,182,1.368421052631579
gsm8k_test_000668,1,1,371,245,128,150,1.171875
gsm8k_test_000669,1,1,599,232,197,168,0.8527918781725888
gsm8k_test_000670,1,1,412,141,130,81,0.6230769230769231
gsm8k_test_000671,1,1,333,238,117,153,1.3076923076923077
gsm8k_test_000672,1,1,893,541,276,370,1.3405797101449275
gsm8k_test_000673,1,1,448,291,162,174,1.0740740740740742
gsm8k_test_000674,1,1,723,436,233,256,1.0987124463519313
gsm8k_test_000676,1,1,697,511,250,290,1.16
gsm8k_test_000677,1,1,239,395,73,221,3.0273972602739727
gsm8k_test_000678,1,1,401,256,131,146,1.1145038167938932
gsm8k_test_000679,1,1,508,191,156,121,0.7756410256410257
gsm8k_test_000680,1,1,497,241,159,138,0.8679245283018868
gsm8k_test_000682,1,1,491,278,187,197,1.053475935828877
gsm8k_test_000683,1,1,1313,471,463,287,0.6198704103671706
gsm8k_test_000684,1,1,393,238,124,143,1.153225806451613
gsm8k_test_000685,1,1,387,321,143,183,1.2797202797202798
gsm8k_test_000686,1,1,336,203,118,138,1.1694915254237288
gsm8k_test_000687,1,1,860,460,326,315,0.9662576687116564
gsm8k_test_000688,1,1,555,299,166,180,1.0843373493975903
gsm8k_test_000690,1,1,867,473,310,301,0.9709677419354839
gsm8k_test_000691,1,1,794,436,300,286,0.9533333333333334
gsm8k_test_000692,1,1,685,413,277,281,1.0144404332129964
gsm8k_test_000693,1,1,647,373,230,251,1.0913043478260869
gsm8k_test_000694,1,1,807,337,247,212,0.8582995951417004
gsm8k_test_000695,1,1,366,229,144,145,1.0069444444444444
gsm8k_test_000697,1,1,655,306,168,179,1.0654761904761905
gsm8k_test_000698,1,1,539,306,198,218,1.101010101010101
gsm8k_test_000699,1,1,363,233,114,158,1.3859649122807018
gsm8k_test_000700,1,1,687,357,212,231,1.0896226415094339
gsm8k_test_000701,1,1,714,338,233,228,0.9785407725321889
gsm8k_test_000702,1,1,709,357,312,246,0.7884615384615384
gsm8k_test_000703,1,1,722,519,231,293,1.2683982683982684
gsm8k_test_000704,1,1,544,231,183,133,0.726775956284153
gsm8k_test_000705,1,1,622,252,202,166,0.8217821782178217
gsm8k_test_000706,1,1,827,215,271,139,0.5129151291512916
gsm8k_test_000707,1,1,765,414,213,247,1.15962441314554
gsm8k_test_000708,1,1,402,142,135,83,0.6148148148148148
gsm8k_test_000709,1,1,1241,592,401,382,0.9526184538653366
gsm8k_test_000710,1,1,672,327,300,215,0.7166666666666667
gsm8k_test_000711,1,1,597,291,222,210,0.9459459459459459
gsm8k_test_000712,1,1,833,302,269,210,0.7806691449814126
gsm8k_test_000713,1,1,341,279,115,163,1.4173913043478261
gsm8k_test_000714,1,1,673,478,234,279,1.1923076923076923
gsm8k_test_000715,1,1,353,206,141,130,0.9219858156028369
gsm8k_test_000716,1,1,707,346,223,249,1.116591928251121
gsm8k_test_000717,1,1,348,175,134,124,0.9253731343283582
gsm8k_test_000718,1,1,423,228,151,140,0.9271523178807947
gsm8k_test_000719,1,1,312,239,100,160,1.6
gsm8k_test_000720,1,1,523,252,136,131,0.9632352941176471
gsm8k_test_000721,1,1,1221,685,361,447,1.2382271468144044
gsm8k_test_000723,1,1,624,238,177,158,0.8926553672316384
gsm8k_test_000724,1,1,1308,595,412,330,0.8009708737864077
gsm8k_test_000725,1,1,722,423,247,250,1.0121457489878543
gsm8k_test_000726,1,1,756,344,273,214,0.7838827838827839
gsm8k_test_000728,1,1,487,339,185,241,1.3027027027027027
gsm8k_test_000730,1,1,456,186,147,111,0.7551020408163265
gsm8k_test_000731,1,1,972,414,317,234,0.7381703470031545
gsm8k_test_000732,1,1,559,320,212,201,0.9481132075471698
gsm8k_test_000733,1,1,369,106,106,60,0.5660377358490566
gsm8k_test_000734,1,1,681,276,205,175,0.8536585365853658
gsm8k_test_000735,1,1,470,371,188,245,1.303191489361702
gsm8k_test_000736,1,1,473,449,185,246,1.3297297297297297
gsm8k_test_000737,1,1,990,429,293,285,0.9726962457337884
gsm8k_test_000738,1,1,745,361,247,189,0.7651821862348178
gsm8k_test_000739,1,1,829,264,271,189,0.6974169741697417
gsm8k_test_000741,1,1,428,309,140,172,1.2285714285714286
gsm8k_test_000742,1,1,651,230,203,134,0.6600985221674877
gsm8k_test_000743,1,1,364,216,131,142,1.083969465648855
gsm8k_test_000747,1,1,537,172,164,104,0.6341463414634146
gsm8k_test_000748,1,1,714,355,250,197,0.788
gsm8k_test_000750,1,1,960,663,323,466,1.4427244582043344
gsm8k_test_000751,1,1,530,454,189,267,1.4126984126984128
gsm8k_test_000755,1,1,444,149,130,91,0.7
gsm8k_test_000756,1,1,381,177,135,115,0.8518518518518519
gsm8k_test_000757,1,1,664,285,253,195,0.7707509881422925
gsm8k_test_000758,1,1,335,204,121,131,1.0826446280991735
gsm8k_test_000759,1,1,395,229,131,149,1.1374045801526718
gsm8k_test_000760,1,1,538,289,180,200,1.1111111111111112
gsm8k_test_000761,1,1,626,257,222,156,0.7027027027027027
gsm8k_test_000762,1,1,266,276,112,152,1.3571428571428572
gsm8k_test_000763,1,1,512,288,217,195,0.8986175115207373
gsm8k_test_000764,1,1,665,315,212,190,0.8962264150943396
gsm8k_test_000765,1,1,610,361,226,210,0.9292035398230089
gsm8k_test_000766,1,1,321,207,100,126,1.26
gsm8k_test_000767,1,1,626,280,202,157,0.7772277227722773
gsm8k_test_000770,1,1,732,299,195,191,0.9794871794871794
gsm8k_test_000771,1,1,380,368,121,212,1.7520661157024793
gsm8k_test_000772,1,1,727,275,226,187,0.827433628318584
gsm8k_test_000773,1,1,405,336,155,202,1.303225806451613
gsm8k_test_000775,1,1,729,355,218,222,1.018348623853211
gsm8k_test_000776,1,1,278,164,109,104,0.9541284403669725
gsm8k_test_000777,1,1,1060,732,388,467,1.2036082474226804
gsm8k_test_000778,1,1,500,347,191,237,1.2408376963350785
gsm8k_test_000781,1,1,671,207,190,139,0.7315789473684211
gsm8k_test_000783,1,1,926,638,346,394,1.138728323699422
gsm8k_test_000784,1,1,488,332,142,220,1.5492957746478873
gsm8k_test_000785,1,1,550,418,183,262,1.4316939890710383
gsm8k_test_000786,1,1,603,237,178,155,0.8707865168539326
gsm8k_test_000787,1,1,613,270,201,159,0.7910447761194029
gsm8k_test_000788,1,1,676,248,206,146,0.7087378640776699
gsm8k_test_000789,1,1,802,328,234,204,0.8717948717948718
gsm8k_test_000790,1,1,863,397,282,238,0.8439716312056738
gsm8k_test_000791,1,1,285,213,113,135,1.1946902654867257
gsm8k_test_000792,1,1,597,153,191,95,0.4973821989528796
gsm8k_test_000793,1,1,436,340,157,226,1.4394904458598725
gsm8k_test_000794,1,1,504,249,173,151,0.8728323699421965
gsm8k_test_000795,1,1,423,180,153,120,0.7843137254901961
gsm8k_test_000797,1,1,491,149,164,90,0.5487804878048781
gsm8k_test_000798,1,1,1059,340,359,243,0.6768802228412256
gsm8k_test_000799,1,1,362,235,118,147,1.2457627118644068
gsm8k_test_000800,1,1,452,283,171,147,0.8596491228070176
gsm8k_test_000801,1,1,793,424,273,297,1.0879120879120878
gsm8k_test_000802,1,1,906,403,329,268,0.8145896656534954
gsm8k_test_000803,1,1,987,358,334,242,0.7245508982035929
gsm8k_test_000804,1,1,566,422,172,262,1.5232558139534884
gsm8k_test_000805,1,1,435,303,161,188,1.1677018633540373
gsm8k_test_000808,1,1,1076,416,336,251,0.7470238095238095
gsm8k_test_000810,1,1,1413,466,411,276,0.6715328467153284
gsm8k_test_000811,1,1,766,158,227,93,0.40969162995594716
gsm8k_test_000812,1,1,782,547,291,367,1.261168384879725
gsm8k_test_000815,1,1,1341,316,515,218,0.42330097087378643
gsm8k_test_000816,1,1,305,143,116,96,0.8275862068965517
gsm8k_test_000817,1,1,462,170,140,103,0.7357142857142858
gsm8k_test_000819,1,1,432,387,151,251,1.6622516556291391
gsm8k_test_000820,1,1,301,341,108,122,1.1296296296296295
gsm8k_test_000821,1,1,547,377,179,222,1.2402234636871508
gsm8k_test_000822,1,1,483,285,176,170,0.9659090909090909
gsm8k_test_000824,1,1,589,490,187,155,0.8288770053475936
gsm8k_test_000825,1,1,643,286,263,190,0.7224334600760456
gsm8k_test_000826,1,1,521,321,174,182,1.0459770114942528
gsm8k_test_000828,1,1,457,273,173,112,0.6473988439306358
gsm8k_test_000829,1,1,654,587,247,225,0.9109311740890689
gsm8k_test_000831,1,1,1207,732,379,485,1.279683377308707
gsm8k_test_000832,1,1,366,282,147,177,1.2040816326530612
gsm8k_test_000833,1,1,1051,456,359,267,0.7437325905292479
gsm8k_test_000834,1,1,622,305,202,188,0.9306930693069307
gsm8k_test_000836,1,1,623,227,228,147,0.6447368421052632
gsm8k_test_000837,1,1,943,392,312,246,0.7884615384615384
gsm8k_test_000838,1,1,771,219,221,136,0.6153846153846154
gsm8k_test_000839,1,1,408,253,130,176,1.353846153846154
gsm8k_test_000841,1,1,315,179,120,111,0.925
gsm8k_test_000842,1,1,327,140,103,83,0.8058252427184466
gsm8k_test_000843,1,1,562,285,180,175,0.9722222222222222
gsm8k_test_000844,1,1,1032,439,332,284,0.8554216867469879
gsm8k_test_000845,1,1,698,265,189,175,0.9259259259259259
gsm8k_test_000846,1,1,785,381,218,243,1.114678899082569
gsm8k_test_000847,1,1,738,467,270,271,1.0037037037037038
gsm8k_test_000848,1,1,587,364,183,256,1.3989071038251366
gsm8k_test_000849,1,1,376,235,130,141,1.0846153846153845
gsm8k_test_000850,1,1,458,261,170,179,1.0529411764705883
gsm8k_test_000851,1,1,630,172,192,101,0.5260416666666666
gsm8k_test_000852,1,1,484,323,140,201,1.4357142857142857
gsm8k_test_000853,1,1,485,278,166,159,0.9578313253012049
gsm8k_test_000854,1,1,607,338,231,214,0.9264069264069265
gsm8k_test_000855,1,1,686,354,317,251,0.7917981072555205
gsm8k_test_000856,1,1,766,206,203,126,0.6206896551724138
gsm8k_test_000857,1,1,566,256,186,151,0.8118279569892473
gsm8k_test_000859,1,1,457,438,198,277,1.398989898989899
gsm8k_test_000860,1,1,297,148,96,93,0.96875
gsm8k_test_000861,1,1,1150,494,379,322,0.8496042216358839
gsm8k_test_000862,1,1,854,293,294,182,0.6190476190476191
gsm8k_test_000863,1,1,545,198,192,134,0.6979166666666666
gsm8k_test_000864,1,1,575,401,186,245,1.3172043010752688
gsm8k_test_000865,1,1,419,271,149,187,1.25503355704698
gsm8k_test_000866,1,1,877,262,355,168,0.4732394366197183
gsm8k_test_000867,1,1,297,176,91,113,1.2417582417582418
gsm8k_test_000868,1,1,489,377,176,226,1.2840909090909092
gsm8k_test_000869,1,1,303,153,105,97,0.9238095238095239
gsm8k_test_000870,1,1,617,335,217,200,0.9216589861751152
gsm8k_test_000871,1,1,835,393,301,226,0.7508305647840532
gsm8k_test_000872,1,1,638,278,241,186,0.7717842323651453
gsm8k_test_000873,1,1,474,220,185,137,0.7405405405405405
gsm8k_test_000874,1,1,412,189,136,119,0.875
gsm8k_test_000875,1,1,291,187,119,117,0.9831932773109243
gsm8k_test_000876,1,1,812,405,266,319,1.199248120300752
gsm8k_test_000878,1,1,413,228,142,137,0.9647887323943662
gsm8k_test_000880,1,1,577,314,186,188,1.010752688172043
gsm8k_test_000881,1,1,696,323,235,201,0.8553191489361702
gsm8k_test_000882,1,1,1338,712,444,467,1.0518018018018018
gsm8k_test_000883,1,1,598,238,200,156,0.78
gsm8k_test_000884,1,1,418,180,130,107,0.823076923076923
gsm8k_test_000885,1,1,345,287,124,182,1.467741935483871
gsm8k_test_000886,1,1,546,386,180,244,1.3555555555555556
gsm8k_test_000887,1,1,596,343,198,201,1.0151515151515151
gsm8k_test_000888,1,1,287,134,95,94,0.9894736842105263
gsm8k_test_000889,1,1,525,358,180,216,1.2
gsm8k_test_000890,1,1,437,399,171,218,1.2748538011695907
gsm8k_test_000891,1,1,648,335,253,188,0.7430830039525692
gsm8k_test_000892,1,1,618,256,200,174,0.87
gsm8k_test_000893,1,1,266,229,88,139,1.5795454545454546
gsm8k_test_000895,1,1,386,292,149,140,0.9395973154362416
gsm8k_test_000896,1,1,325,338,102,202,1.9803921568627452
gsm8k_test_000897,1,1,612,412,199,212,1.065326633165829
gsm8k_test_000898,1,1,447,343,166,203,1.2228915662650603
gsm8k_test_000899,1,1,324,164,98,106,1.0816326530612246
gsm8k_test_000902,1,1,415,243,151,143,0.9470198675496688
gsm8k_test_000904,1,1,526,142,156,89,0.5705128205128205
gsm8k_test_000905,1,1,645,269,221,168,0.7601809954751131
gsm8k_test_000906,1,1,649,275,212,169,0.7971698113207547
gsm8k_test_000907,1,1,196,140,68,72,1.0588235294117647
gsm8k_test_000908,1,1,343,174,137,102,0.7445255474452555
gsm8k_test_000909,1,1,803,418,301,250,0.8305647840531561
gsm8k_test_000910,1,1,513,214,182,141,0.7747252747252747
gsm8k_test_000911,1,1,585,321,193,190,0.9844559585492227
gsm8k_test_000912,1,1,600,206,171,141,0.8245614035087719
gsm8k_test_000913,1,1,900,261,252,183,0.7261904761904762
gsm8k_test_000914,1,1,481,166,174,109,0.6264367816091954
gsm8k_test_000915,1,1,369,214,125,129,1.032
gsm8k_test_000916,1,1,681,475,237,365,1.540084388185654
gsm8k_test_000917,1,1,333,193,105,118,1.1238095238095238
gsm8k_test_000918,1,1,422,353,137,223,1.6277372262773722
gsm8k_test_000919,1,1,794,437,254,271,1.0669291338582678
gsm8k_test_000920,1,1,609,388,232,259,1.1163793103448276
gsm8k_test_000921,1,1,535,180,160,112,0.7
gsm8k_test_000922,1,1,664,130,196,78,0.3979591836734694
gsm8k_test_000924,1,1,634,339,199,221,1.1105527638190955
gsm8k_test_000925,1,1,562,259,197,191,0.9695431472081218
gsm8k_test_000926,1,1,1442,1016,461,692,1.5010845986984815
gsm8k_test_000927,1,1,884,306,306,225,0.7352941176470589
gsm8k_test_000930,1,1,487,316,143,198,1.3846153846153846
gsm8k_test_000931,1,1,861,532,378,326,0.8624338624338624
gsm8k_test_000932,1,1,680,210,210,140,0.6666666666666666
gsm8k_test_000933,1,1,522,203,175,139,0.7942857142857143
gsm8k_test_000935,1,1,1084,743,409,478,1.1687041564792175
gsm8k_test_000936,1,1,983,484,315,330,1.0476190476190477
gsm8k_test_000937,1,1,684,311,215,221,1.027906976744186
gsm8k_test_000938,1,1,719,515,268,356,1.328358208955224
gsm8k_test_000939,1,1,605,228,192,140,0.7291666666666666
gsm8k_test_000940,1,1,496,254,148,159,1.0743243243243243
gsm8k_test_000941,1,1,492,197,152,124,0.8157894736842105
gsm8k_test_000942,1,1,695,284,229,173,0.7554585152838428
gsm8k_test_000944,1,1,461,280,159,178,1.119496855345912
gsm8k_test_000946,1,1,374,222,125,132,1.056
gsm8k_test_000947,1,1,202,160,60,98,1.6333333333333333
gsm8k_test_000948,1,1,615,490,198,296,1.494949494949495
gsm8k_test_000950,1,1,509,558,210,342,1.6285714285714286
gsm8k_test_000954,1,1,836,467,253,254,1.0039525691699605
gsm8k_test_000955,1,1,808,453,242,292,1.2066115702479339
gsm8k_test_000957,1,1,366,314,142,169,1.1901408450704225
gsm8k_test_000958,1,1,562,267,164,156,0.9512195121951219
gsm8k_test_000959,1,1,860,296,262,175,0.6679389312977099
gsm8k_test_000961,1,1,316,245,116,152,1.3103448275862069
gsm8k_test_000963,1,1,749,321,308,223,0.724025974025974
gsm8k_test_000964,1,1,597,274,187,165,0.8823529411764706
gsm8k_test_000965,1,1,1129,577,387,409,1.0568475452196382
gsm8k_test_000966,1,1,703,661,226,390,1.7256637168141593
gsm8k_test_000967,1,1,562,322,212,194,0.9150943396226415
gsm8k_test_000968,1,1,779,177,260,123,0.47307692307692306
gsm8k_test_000969,1,1,577,301,202,201,0.995049504950495
gsm8k_test_000970,1,1,487,126,143,83,0.5804195804195804
gsm8k_test_000971,1,1,575,295,188,181,0.9627659574468085
gsm8k_test_000973,1,1,646,507,234,302,1.2905982905982907
gsm8k_test_000974,1,1,284,192,95,123,1.2947368421052632
gsm8k_test_000975,1,1,710,422,234,285,1.2179487179487178
gsm8k_test_000977,1,1,750,283,243,169,0.6954732510288066
gsm8k_test_000978,1,1,568,229,206,133,0.6456310679611651
gsm8k_test_000979,1,1,1123,604,419,387,0.9236276849642004
gsm8k_test_000980,1,1,535,205,176,135,0.7670454545454546
gsm8k_test_000981,1,1,653,280,199,177,0.8894472361809045
gsm8k_test_000982,1,1,554,388,169,221,1.3076923076923077
gsm8k_test_000983,1,1,503,169,155,91,0.5870967741935483
gsm8k_test_000985,1,1,370,138,132,82,0.6212121212121212
gsm8k_test_000986,1,1,700,251,247,181,0.7327935222672065
gsm8k_test_000987,1,1,678,422,229,265,1.1572052401746724
gsm8k_test_000988,1,1,375,209,150,135,0.9
gsm8k_test_000990,1,1,708,495,217,290,1.336405529953917
gsm8k_test_000991,1,1,1398,436,408,264,0.6470588235294118
gsm8k_test_000992,1,1,738,335,255,214,0.8392156862745098
gsm8k_test_000993,1,1,1087,442,366,261,0.7131147540983607
gsm8k_test_000994,1,1,596,310,221,184,0.832579185520362
gsm8k_test_000995,1,1,538,158,157,93,0.5923566878980892
gsm8k_test_000996,1,1,1108,503,448,306,0.6830357142857143
gsm8k_test_000998,1,1,594,325,187,190,1.0160427807486632
gsm8k_test_001000,1,1,893,244,294,154,0.5238095238095238
gsm8k_test_001002,1,1,519,339,174,205,1.1781609195402298
gsm8k_test_001003,1,1,670,349,198,228,1.1515151515151516
gsm8k_test_001004,1,1,743,233,268,143,0.5335820895522388
gsm8k_test_001005,1,1,806,397,258,240,0.9302325581395349
gsm8k_test_001006,1,1,757,503,258,286,1.1085271317829457
gsm8k_test_001007,1,1,528,318,168,201,1.1964285714285714
gsm8k_test_001008,1,1,700,154,248,104,0.41935483870967744
gsm8k_test_001009,1,1,980,770,388,452,1.1649484536082475
gsm8k_test_001010,1,1,685,383,237,229,0.9662447257383966
gsm8k_test_001013,1,1,550,293,198,195,0.9848484848484849
gsm8k_test_001014,1,1,486,352,220,246,1.1181818181818182
gsm8k_test_001015,1,1,381,385,142,247,1.7394366197183098
gsm8k_test_001017,1,1,1130,259,310,163,0.5258064516129032
gsm8k_test_001018,1,1,498,157,175,90,0.5142857142857142
gsm8k_test_001020,1,1,445,141,132,86,0.6515151515151515
gsm8k_test_001021,1,1,848,527,292,340,1.1643835616438356
gsm8k_test_001022,1,1,1111,431,372,271,0.728494623655914
gsm8k_test_001023,1,1,450,152,128,93,0.7265625
gsm8k_test_001024,1,1,626,203,207,117,0.5652173913043478
gsm8k_test_001025,1,1,461,255,165,155,0.9393939393939394
gsm8k_test_001026,1,1,596,266,216,190,0.8796296296296297
gsm8k_test_001027,1,1,438,263,126,170,1.3492063492063493
gsm8k_test_001028,1,1,344,218,131,141,1.0763358778625953
gsm8k_test_001031,1,1,710,322,224,211,0.9419642857142857
gsm8k_test_001032,1,1,812,318,232,217,0.9353448275862069
gsm8k_test_001033,1,1,810,313,260,200,0.7692307692307693
gsm8k_test_001034,1,1,509,179,161,123,0.7639751552795031
gsm8k_test_001035,1,1,776,402,214,265,1.2383177570093458
gsm8k_test_001036,1,1,393,164,122,93,0.7622950819672131
gsm8k_test_001037,1,1,645,287,200,200,1.0
gsm8k_test_001039,1,1,639,244,196,180,0.9183673469387755
gsm8k_test_001040,1,1,787,452,286,311,1.0874125874125875
gsm8k_test_001041,1,1,371,345,129,216,1.6744186046511629
gsm8k_test_001043,1,1,614,258,194,159,0.8195876288659794
gsm8k_test_001044,1,1,612,390,195,220,1.1282051282051282
gsm8k_test_001045,1,1,428,410,190,272,1.431578947368421
gsm8k_test_001047,1,1,904,456,335,302,0.9014925373134328
gsm8k_test_001049,1,1,460,284,151,171,1.1324503311258278
gsm8k_test_001050,1,1,380,264,129,146,1.1317829457364341
gsm8k_test_001051,1,1,362,200,128,122,0.953125
gsm8k_test_001052,1,1,692,287,230,180,0.782608695652174
gsm8k_test_001053,1,1,546,232,195,146,0.7487179487179487
gsm8k_test_001054,1,1,633,329,203,230,1.1330049261083743
gsm8k_test_001055,1,1,369,261,146,155,1.0616438356164384
gsm8k_test_001057,1,1,692,203,208,114,0.5480769230769231
gsm8k_test_001058,1,1,446,293,154,187,1.2142857142857142
gsm8k_test_001060,1,1,775,325,256,196,0.765625
gsm8k_test_001061,1,1,792,266,293,161,0.5494880546075085
gsm8k_test_001062,1,1,594,341,212,215,1.0141509433962264
gsm8k_test_001063,1,1,484,209,154,129,0.8376623376623377
gsm8k_test_001064,1,1,478,252,154,153,0.9935064935064936
gsm8k_test_001065,1,1,264,190,105,123,1.1714285714285715
